Stock UrLaB,Bac Vidange,Bac Vide,Bac Plein,Stock,Bouteille vide
,,,,,
,,,,,
Club_Mate,10,4,0,0,17
Club_Mate_Ice,0,0,1,10,0
Club_Mate_Granat,0,0,2,8,0
Club_Mate_Zero,0,0,0,0,0
,,,,,
Coca,0,0,0,8,0
Orangina,0,0,0,6,0
Fanta,0,0,0,9,0
Sprite,0,0,0,3,0
Rodeo,0,0,0,9,0
Oasis,0,0,0,2,0
,,,,,
Jupiler,0,0,4,17,1
Faxe,0,0,0,0,0
,,,,,
Chips Original,0,0,0,22,0
Chips Paprika,0,0,0,26,0
Gaufre normal,0,0,0,11,0
Gaufre chocolat,0,0,0,11,0
